country,start_date,end_date,week,year,population,total_deaths,covid_deaths,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k
Australia,30/12/2019,5/01/2020,1,2020,25655289,2928,0,2963.662453,-35.66245318,2928,0,-0.136233696
Australia,6/01/2020,12/01/2020,2,2020,25655289,2902,0,2954.162453,-52.16245318,2902,0,-0.199265142
Australia,13/01/2020,19/01/2020,3,2020,25655289,2915,0,2931.32912,-16.32911985,2915,0,-0.062378669
Australia,20/01/2020,26/01/2020,4,2020,25655289,3009,0,2938.662453,70.33754682,3009,0,0.268695592
Australia,27/01/2020,2/02/2020,5,2020,25655289,2911,0,2897.662453,13.33754682,2911,0,0.050950598
Australia,3/02/2020,9/02/2020,6,2020,25655289,2918,0,2929.32912,-11.32911985,2918,0,-0.043278231
Australia,10/02/2020,16/02/2020,7,2020,25655289,3031,0,2934.995787,96.00421348,3031,0,0.366744508
Australia,17/02/2020,23/02/2020,8,2020,25655289,3059,0,2988.82912,70.17088015,3059,0,0.268058911
Australia,24/02/2020,1/03/2020,9,2020,25655289,3091,1,2949.994944,141.0050562,3090,0.003820088,0.53865167
Australia,2/03/2020,8/03/2020,10,2020,25655289,2997,2,2988.594944,8.40505618,2995,0.007640175,0.032108051
Australia,9/03/2020,15/03/2020,11,2020,25655289,2977,0,2926.194944,50.80505618,2977,0,0.194079766
Australia,16/03/2020,22/03/2020,12,2020,25655289,3095,4,2961.594944,133.4050562,3091,0.015280351,0.509619004
Australia,23/03/2020,29/03/2020,13,2020,25655289,3144,9,2978.594944,165.4050562,3135,0.034380789,0.631861808
Australia,30/03/2020,5/04/2020,14,2020,25655289,3218,19,2995.794944,222.2050562,3199,0.072581665,0.848842785
Australia,6/04/2020,12/04/2020,15,2020,25655289,3140,25,3040.994944,99.00505618,3115,0.095502191,0.37820799
Australia,13/04/2020,19/04/2020,16,2020,25655289,3084,7,3045.194944,38.80505618,3077,0.026740613,0.148238715
Australia,20/04/2020,26/04/2020,17,2020,25655289,3046,16,3035.794944,10.20505618,3030,0.061121402,0.038984209
Australia,27/04/2020,3/05/2020,18,2020,25655289,3032,12,3069.794944,-37.79494382,3020,0.045841052,-0.144379997
Australia,4/05/2020,10/05/2020,19,2020,25655289,3162,2,3189.594944,-27.59494382,3160,0.007640175,-0.105415103
Australia,11/05/2020,17/05/2020,20,2020,25655289,3153,2,3188.394944,-35.39494382,3151,0.007640175,-0.135211787
Australia,18/05/2020,24/05/2020,21,2020,25655289,3214,3,3263.994944,-49.99494382,3211,0.011460263,-0.190985066
Australia,25/05/2020,31/05/2020,22,2020,25655289,3178,1,3281.194944,-103.1949438,3177,0.003820088,-0.394213728
Australia,1/06/2020,7/06/2020,23,2020,25655289,3113,0,3351.194944,-238.1949438,3113,0,-0.909925557
Australia,8/06/2020,14/06/2020,24,2020,25655289,3129,0,3299.194944,-170.1949438,3129,0,-0.650159599
Australia,15/06/2020,21/06/2020,25,2020,25655289,3065,0,3328.594944,-263.5949438,3065,0,-1.006955783
Australia,22/06/2020,28/06/2020,26,2020,25655289,3058,2,3381.994944,-323.9949438,3056,0.007640175,-1.237689076
Australia,29/06/2020,5/07/2020,27,2020,25655289,3221,2,3459.594944,-238.5949438,3219,0.007640175,-0.911453592
Australia,6/07/2020,12/07/2020,28,2020,25655289,3201,2,3441.794944,-240.7949438,3199,0.007640175,-0.919857785
Australia,13/07/2020,19/07/2020,29,2020,25655289,3205,15,3527.994944,-322.9949438,3190,0.057301314,-1.233868988
Australia,20/07/2020,26/07/2020,30,2020,25655289,3334,38,3548.594944,-214.5949438,3296,0.14516333,-0.819771489
Australia,27/07/2020,2/08/2020,31,2020,25655289,3353,60,3504.594944,-151.5949438,3293,0.229205258,-0.579105969
Australia,3/08/2020,9/08/2020,32,2020,25655289,3399,92,3525.994944,-126.9949438,3307,0.351448062,-0.485131813
Australia,10/08/2020,16/08/2020,33,2020,25655289,3479,108,3574.394944,-95.39494382,3371,0.412569464,-0.364417044
Australia,17/08/2020,23/08/2020,34,2020,25655289,3312,96,3596.594944,-284.5949438,3216,0.366728412,-1.087177623
Australia,24/08/2020,30/08/2020,35,2020,25655289,3285,135,3605.394944,-320.3949438,3150,0.515711829,-1.22393676
Australia,31/08/2020,6/09/2020,36,2020,25655289,3293,110,3539.394944,-246.3949438,3183,0.420209639,-0.941250276
Australia,7/09/2020,13/09/2020,37,2020,25655289,3239,54,3454.994944,-215.9949438,3185,0.206284732,-0.825119612
Australia,14/09/2020,20/09/2020,38,2020,25655289,3102,35,3404.194944,-302.1949438,3067,0.133703067,-1.154411165
Australia,21/09/2020,27/09/2020,39,2020,25655289,3146,24,3282.994944,-136.9949438,3122,0.091682103,-0.52333269
Australia,28/09/2020,4/10/2020,40,2020,25655289,3189,19,3284.594944,-95.59494382,3170,0.072581665,-0.365181062
Australia,5/10/2020,11/10/2020,41,2020,25655289,3045,4,3238.194944,-193.1949438,3041,0.015280351,-0.738021614
Australia,12/10/2020,18/10/2020,42,2020,25655289,3006,7,3182.994944,-176.9949438,2999,0.026740613,-0.676136195
Australia,19/10/2020,25/10/2020,43,2020,25655289,2965,0,3118.794944,-153.7949438,2965,0,-0.587510162
Australia,26/10/2020,1/11/2020,44,2020,25655289,3037,2,3110.194944,-73.19494382,3035,0.007640175,-0.279611099
Australia,2/11/2020,8/11/2020,45,2020,25655289,3035,0,3060.794944,-25.79494382,3035,0,-0.098538946
Australia,9/11/2020,15/11/2020,46,2020,25655289,3136,0,3013.594944,122.4050562,3136,0,0.46759804
Australia,16/11/2020,22/11/2020,47,2020,25655289,3044,0,3043.794944,0.20505618,3044,0,7.83E-04
Australia,23/11/2020,29/11/2020,48,2020,25655289,2959,1,3007.594944,-48.59494382,2958,0.003820088,-0.185636944
Australia,30/11/2020,6/12/2020,49,2020,25655289,3108,0,2972.194944,135.8050562,3108,0,0.518787215
Australia,7/12/2020,13/12/2020,50,2020,25655289,3008,0,3040.994944,-32.99494382,3008,0,-0.126043577
Australia,14/12/2020,20/12/2020,51,2020,25655289,3048,0,2998.594944,49.40505618,3048,0,0.188731644
Australia,21/12/2020,27/12/2020,52,2020,25655289,3069,1,2939.994944,129.0050562,3068,0.003820088,0.492810619
Australia,28/12/2020,3/01/2021,53,2020,25655289,2991,0,2946.994382,44.00561798,2991,0,0.168105317
Australia,4/01/2021,10/01/2021,1,2021,25688079,3030,0,2993.660768,36.33923221,3030,0,0.138819051
Australia,11/01/2021,17/01/2021,2,2021,25688079,2951,0,2984.160768,-33.16076779,2951,0,-0.126677039
Australia,18/01/2021,24/01/2021,3,2021,25688079,3150,0,2961.327434,188.6725655,3150,0,0.720745733
Australia,25/01/2021,31/01/2021,4,2021,25688079,2946,0,2968.660768,-22.66076779,2946,0,-0.086566119
Australia,1/02/2021,7/02/2021,5,2021,25688079,3072,0,2927.660768,144.3392322,3072,0,0.551388515
Australia,8/02/2021,14/02/2021,6,2021,25688079,2963,0,2959.327434,3.672565543,2963,0,0.014029522
Australia,15/02/2021,21/02/2021,7,2021,25688079,2939,0,2964.994101,-25.99410112,2939,0,-0.099299744
Australia,22/02/2021,28/02/2021,8,2021,25688079,3050,0,3018.827434,31.17256554,3050,0,0.119081932
Australia,1/03/2021,7/03/2021,9,2021,25688079,3071,0,2979.993258,91.00674157,3071,0,0.347653727
Australia,8/03/2021,14/03/2021,10,2021,25688079,3118,0,3018.593258,99.40674157,3118,0,0.379742463
Australia,15/03/2021,21/03/2021,11,2021,25688079,3089,0,2956.193258,132.8067416,3089,0,0.50733339
Australia,22/03/2021,28/03/2021,12,2021,25688079,3041,0,2991.593258,49.40674157,3041,0,0.188738082
Australia,29/03/2021,4/04/2021,13,2021,25688079,3092,0,3008.593258,83.40674157,3092,0,0.318621061
Australia,5/04/2021,11/04/2021,14,2021,25688079,2957,0,3025.793258,-68.79325843,2957,0,-0.262796275
Australia,12/04/2021,18/04/2021,15,2021,25688079,3259,1,3070.993258,188.0067416,3258,0.003820088,0.718202227
Australia,19/04/2021,25/04/2021,16,2021,25688079,3247,0,3075.193258,171.8067416,3247,0,0.656316807
Australia,26/04/2021,2/05/2021,17,2021,25688079,3276,0,3065.793258,210.2067416,3276,0,0.803008172
Australia,3/05/2021,9/05/2021,18,2021,25688079,3369,0,3099.793258,269.2067416,3369,0,1.028393342
Australia,10/05/2021,16/05/2021,19,2021,25688079,3370,0,3219.593258,150.4067416,3370,0,0.574566932
Australia,17/05/2021,23/05/2021,20,2021,25688079,3362,0,3218.393258,143.6067416,3362,0,0.548590336
Australia,24/05/2021,30/05/2021,21,2021,25688079,3517,0,3293.993258,223.0067416,3517,0,0.851905294
Australia,31/05/2021,6/06/2021,22,2021,25688079,3382,0,3311.193258,70.80674157,3382,0,0.270487957
Australia,7/06/2021,13/06/2021,23,2021,25688079,3567,0,3381.193258,185.8067416,3567,0,0.709798034
Australia,14/06/2021,20/06/2021,24,2021,25688079,3494,0,3329.193258,164.8067416,3494,0,0.629576194
Australia,21/06/2021,27/06/2021,25,2021,25688079,3458,0,3358.593258,99.40674157,3458,0,0.379742463
Australia,28/06/2021,4/07/2021,26,2021,25688079,3466,0,3411.993258,54.00674157,3466,0,0.206310485
Australia,5/07/2021,11/07/2021,27,2021,25688079,3545,1,3489.593258,55.40674157,3544,0.003820088,0.211658608
Australia,12/07/2021,18/07/2021,28,2021,25688079,3598,3,3471.793258,126.2067416,3595,0.011460263,0.482120812
Australia,19/07/2021,25/07/2021,29,2021,25688079,3624,4,3557.993258,66.00674157,3620,0.015280351,0.252151537
Australia,26/07/2021,1/08/2021,30,2021,25688079,3670,8,3578.593258,91.40674157,3662,0.030560701,0.349181762
Australia,2/08/2021,8/08/2021,31,2021,25688079,3476,15,3534.593258,-58.59325843,3461,0.057301314,-0.223831381
Australia,9/08/2021,15/08/2021,32,2021,25688079,3440,27,3555.993258,-115.9932584,3413,0.103142366,-0.443104411
Australia,16/08/2021,22/08/2021,33,2021,25688079,3504,18,3604.393258,-100.3932584,3486,0.068761577,-0.383511044
Australia,23/08/2021,29/08/2021,34,2021,25688079,3419,19,3626.593258,-207.5932584,3400,0.072581665,-0.793024438
Australia,30/08/2021,5/09/2021,35,2021,25688079,3493,41,3635.393258,-142.3932584,3452,0.156623593,-0.543954724
Australia,6/09/2021,12/09/2021,36,2021,25688079,3418,54,3569.393258,-151.3932584,3364,0.206284732,-0.578335513
Australia,13/09/2021,19/09/2021,37,2021,25688079,3493,69,3484.993258,8.006741573,3424,0.263586046,0.030586454
Australia,20/09/2021,26/09/2021,38,2021,25688079,3367,78,3434.193258,-67.19325843,3289,0.297966835,-0.256684135
Australia,27/09/2021,3/10/2021,39,2021,25688079,3530,101,3312.993258,217.0067416,3429,0.38582885,0.828984768
Australia,4/10/2021,10/10/2021,40,2021,25688079,3405,102,3314.593258,90.40674157,3303,0.389648938,0.345361675
Australia,11/10/2021,17/10/2021,41,2021,25688079,3359,95,3268.193258,90.80674157,3264,0.362908324,0.34688971
Australia,18/10/2021,24/10/2021,42,2021,25688079,3359,105,3212.993258,146.0067416,3254,0.401109201,0.557758547
Australia,25/10/2021,31/10/2021,43,2021,25688079,3335,95,3148.793258,186.2067416,3240,0.362908324,0.711326069
Australia,1/11/2021,7/11/2021,44,2021,25688079,3309,84,3140.193258,168.8067416,3225,0.320887361,0.644856545
Australia,8/11/2021,14/11/2021,45,2021,25688079,3186,61,3090.793258,95.20674157,3125,0.233025345,0.363698095
Australia,15/11/2021,21/11/2021,46,2021,25688079,3340,60,3043.593258,296.4067416,3280,0.229205258,1.132299726
Australia,22/11/2021,28/11/2021,47,2021,25688079,3262,49,3073.793258,188.2067416,3213,0.187184294,0.718966244
Australia,29/11/2021,5/12/2021,48,2021,25688079,3259,59,3037.593258,221.4067416,3200,0.22538517,0.845793154
Australia,6/12/2021,12/12/2021,49,2021,25688079,3195,50,3002.193258,192.8067416,3145,0.191004381,0.736538648
Australia,13/12/2021,19/12/2021,50,2021,25688079,3275,40,3070.993258,204.0067416,3235,0.152803505,0.779323629
Australia,20/12/2021,26/12/2021,51,2021,25688079,3390,50,3028.593258,361.4067416,3340,0.191004381,1.380605421
Australia,27/12/2021,2/01/2022,52,2021,25688079,3231,70,2969.993258,261.0067416,3161,0.267406134,0.997068624
Australia,3/01/2022,9/01/2022,1,2022,25978935,3333,121,3023.659082,309.3409176,3212,0.462230603,1.181709411
Australia,10/01/2022,16/01/2022,2,2022,25978935,3739,305,3014.159082,724.8409176,3434,1.165126726,2.76895582
Australia,17/01/2022,23/01/2022,3,2022,25978935,3892,456,2991.325749,900.6742509,3436,1.741959957,3.44065456
Australia,24/01/2022,30/01/2022,4,2022,25978935,3786,612,2998.659082,787.3409176,3174,2.337893627,3.007711296
Australia,31/01/2022,6/02/2022,5,2022,25978935,3744,488,2957.659082,786.3409176,3256,1.864202761,3.003891209
Australia,7/02/2022,13/02/2022,6,2022,25978935,3566,356,2989.325749,576.6742509,3210,1.359951195,2.20294617
Australia,14/02/2022,20/02/2022,7,2022,25978935,3416,325,2994.992416,421.0075843,3091,1.241528478,1.608285863
Australia,21/02/2022,27/02/2022,8,2022,25978935,3411,242,3048.825749,362.1742509,3169,0.924461205,1.383537374
Australia,28/02/2022,6/03/2022,9,2022,25978935,3381,254,3009.991573,371.008427,3127,0.970302257,1.417284701
Australia,7/03/2022,13/03/2022,10,2022,25978935,3213,165,3048.591573,164.408427,3048,0.630314458,0.628054597
Australia,14/03/2022,20/03/2022,11,2022,25978935,3350,146,2986.191573,363.808427,3204,0.557732793,1.38978007
Australia,21/03/2022,27/03/2022,12,2022,25978935,3348,161,3021.591573,326.408427,3187,0.615034108,1.246908793
Australia,28/03/2022,3/04/2022,13,2022,25978935,3418,138,3038.591573,379.408427,3280,0.527172092,1.449373437
Australia,4/04/2022,10/04/2022,14,2022,25978935,3450,177,3055.791573,394.208427,3273,0.67615551,1.505910734
Australia,11/04/2022,17/04/2022,15,2022,25978935,3378,218,3100.991573,277.008427,3160,0.832779102,1.058196464
Australia,18/04/2022,24/04/2022,16,2022,25978935,3483,219,3105.191573,377.808427,3264,0.83659919,1.443261297
Australia,25/04/2022,1/05/2022,17,2022,25978935,3493,244,3095.791573,397.208427,3249,0.932101381,1.517370996
Australia,2/05/2022,8/05/2022,18,2022,25978935,3677,272,3129.791573,547.208427,3405,1.039063834,2.09038414
Australia,9/05/2022,15/05/2022,19,2022,25978935,3797,291,3249.591573,547.408427,3506,1.111645499,2.091148158
Australia,16/05/2022,22/05/2022,20,2022,25978935,3656,302,3248.391573,407.608427,3354,1.153666463,1.557099908
Australia,23/05/2022,29/05/2022,21,2022,25978935,3773,361,3323.991573,449.008427,3412,1.379051633,1.715251535
Australia,30/05/2022,5/06/2022,22,2022,25978935,3916,301,3341.191573,574.808427,3615,1.149846375,2.195818559
Australia,6/06/2022,12/06/2022,23,2022,25978935,4036,287,3411.191573,624.808427,3749,1.096365148,2.38682294
Australia,13/06/2022,19/06/2022,24,2022,25978935,4136,329,3359.191573,776.808427,3807,1.256808829,2.967476259
Australia,20/06/2022,26/06/2022,25,2022,25978935,4004,318,3388.591573,615.408427,3686,1.214787865,2.350914116
Australia,27/06/2022,3/07/2022,26,2022,25978935,3913,335,3441.991573,471.008427,3578,1.279729354,1.799293463
Australia,4/07/2022,10/07/2022,27,2022,25978935,4112,286,3519.591573,592.408427,3826,1.092545061,2.263052101
Australia,11/07/2022,17/07/2022,28,2022,25978935,4124,389,3501.791573,622.208427,3735,1.486014086,2.376890712
Australia,18/07/2022,24/07/2022,29,2022,25978935,4147,470,3587.991573,559.008427,3677,1.795441184,2.135461174
Australia,25/07/2022,31/07/2022,30,2022,25978935,4163,680,3608.591573,554.408427,3483,2.597659585,2.117888771
Australia,1/08/2022,7/08/2022,31,2022,25978935,4208,470,3564.591573,643.408427,3738,1.795441184,2.45787657
Australia,8/08/2022,14/08/2022,32,2022,25978935,4122,551,3585.991573,536.008427,3571,2.104868281,2.047599159
Australia,15/08/2022,21/08/2022,33,2022,25978935,3930,483,3634.391573,295.608427,3447,1.845102323,1.129250094
Australia,22/08/2022,28/08/2022,34,2022,25978935,3882,391,3656.591573,225.408427,3491,1.493654261,0.861079942
Australia,29/08/2022,4/09/2022,35,2022,25978935,3724,317,3665.391573,58.60842697,3407,1.210967777,0.223889327
Australia,5/09/2022,11/09/2022,36,2022,25978935,3774,355,3599.391573,174.608427,3419,1.356131107,0.667019491
Australia,12/09/2022,18/09/2022,37,2022,25978935,3692,331,3514.991573,177.008427,3361,1.264449004,0.676187701
Australia,19/09/2022,25/09/2022,38,2022,25978935,3678,165,3464.191573,213.808427,3513,0.630314458,0.816766926
Australia,26/09/2022,2/10/2022,39,2022,25978935,3407,293,3342.991573,64.00842697,3114,1.119285674,0.2445178
Australia,3/10/2022,9/10/2022,40,2022,25978935,3499,148,3344.591573,154.408427,3351,0.565372969,0.589853721
Australia,10/10/2022,16/10/2022,41,2022,25978935,3457,106,3298.191573,158.808427,3351,0.404929288,0.606662107
Australia,17/10/2022,23/10/2022,42,2022,25978935,3524,94,3242.991573,281.008427,3430,0.359088237,1.073476814
Australia,24/10/2022,30/10/2022,43,2022,25978935,3308,91,3178.791573,129.208427,3217,0.347627974,0.493587513
Australia,31/10/2022,6/11/2022,44,2022,25978935,3378,126,3170.191573,207.808427,3252,0.481331041,0.7938464
Australia,7/11/2022,13/11/2022,45,2022,25978935,3488,87,3120.791573,367.208427,3401,0.332347623,1.402768368
Australia,14/11/2022,20/11/2022,46,2022,25978935,3433,110,3073.591573,359.408427,3323,0.420209639,1.372971684
Australia,21/11/2022,27/11/2022,47,2022,25978935,3478,120,3103.791573,374.208427,3358,0.458410515,1.429508981
Australia,28/11/2022,4/12/2022,48,2022,25978935,3420,144,3067.591573,352.408427,3276,0.550092618,1.346231071
Australia,5/12/2022,11/12/2022,49,2022,25978935,3582,218,3032.191573,549.808427,3364,0.832779102,2.100316368
Australia,12/12/2022,18/12/2022,50,2022,25978935,3513,230,3100.991573,412.008427,3283,0.878620154,1.573908293
Australia,19/12/2022,25/12/2022,51,2022,25978935,3557,248,3058.591573,498.408427,3309,0.947381731,1.903963864
Australia,26/12/2022,1/01/2023,52,2022,25978935,3417,112,2999.991573,417.008427,3305,0.427849814,1.593008731
Austria,30/12/2019,5/01/2020,1,2020,8916845,1607,0,1783.420412,-176.420412,1607,0,-1.97346723
Austria,6/01/2020,12/01/2020,2,2020,8916845,1691,0,1837.420412,-146.420412,1691,0,-1.637882383
Austria,13/01/2020,19/01/2020,3,2020,8916845,1791,0,1795.253745,-4.253745318,1791,0,-0.047583082
Austria,20/01/2020,26/01/2020,4,2020,8916845,1773,0,1759.420412,13.57958802,1773,0,0.151903465
Austria,27/01/2020,2/02/2020,5,2020,8916845,1941,0,1847.087079,93.91292135,1941,0,1.05052511
Austria,3/02/2020,9/02/2020,6,2020,8916845,1675,0,1817.920412,-142.920412,1675,0,-1.598730818
Austria,10/02/2020,16/02/2020,7,2020,8916845,1714,0,1804.420412,-90.42041198,1714,0,-1.011457336
Austria,17/02/2020,23/02/2020,8,2020,8916845,1718,0,1812.753745,-94.75374532,1718,0,-1.059930703
Austria,24/02/2020,1/03/2020,9,2020,8916845,1761,0,1825.304494,-64.30449438,1761,0,-0.719320463
Austria,2/03/2020,8/03/2020,10,2020,8916845,1734,0,1763.304494,-29.30449438,1734,0,-0.327804808
Austria,9/03/2020,15/03/2020,11,2020,8916845,1714,1,1721.104494,-7.104494382,1713,0.011186162,-0.079472022
Austria,16/03/2020,22/03/2020,12,2020,8916845,1828,19,1607.704494,220.2955056,1809,0.21253707,2.464261116
Austria,23/03/2020,29/03/2020,13,2020,8916845,1756,81,1655.504494,100.4955056,1675,0.906079086,1.124158961
Austria,30/03/2020,5/04/2020,14,2020,8916845,1821,122,1595.104494,225.8955056,1699,1.36471171,2.52690362
Austria,6/04/2020,12/04/2020,15,2020,8916845,1794,164,1555.904494,238.0955056,1630,1.834530495,2.663374791
Austria,13/04/2020,19/04/2020,16,2020,8916845,1691,115,1533.104494,157.8955056,1576,1.286408579,1.766244635
Austria,20/04/2020,26/04/2020,17,2020,8916845,1580,90,1479.904494,100.0955056,1490,1.00675454,1.119684497
Austria,27/04/2020,3/05/2020,18,2020,8916845,1472,61,1474.304494,-2.304494382,1411,0.682355855,-0.025778446
Austria,4/05/2020,10/05/2020,19,2020,8916845,1516,35,1449.104494,66.89550562,1481,0.391515654,0.748303933
Austria,11/05/2020,17/05/2020,20,2020,8916845,1480,21,1472.704494,7.295505618,1459,0.234909393,0.081608704
Austria,18/05/2020,24/05/2020,21,2020,8916845,1477,19,1431.304494,45.69550562,1458,0.21253707,0.511157308
Austria,25/05/2020,31/05/2020,22,2020,8916845,1410,13,1424.104494,-14.10449438,1397,0.1454201,-0.157775153
Austria,1/06/2020,7/06/2020,23,2020,8916845,1483,17,1422.104494,60.89550562,1466,0.190164746,0.681186964
Austria,8/06/2020,14/06/2020,24,2020,8916845,1457,12,1453.104494,3.895505618,1445,0.134233939,0.043575755
Austria,15/06/2020,21/06/2020,25,2020,8916845,1406,18,1417.304494,-11.30449438,1388,0.201350908,-0.1264539
Austria,22/06/2020,28/06/2020,26,2020,8916845,1433,17,1409.504494,23.49550562,1416,0.190164746,0.262824522
Austria,29/06/2020,5/07/2020,27,2020,8916845,1554,11,1444.904494,109.0955056,1543,0.123047777,1.220359951
Austria,6/07/2020,12/07/2020,28,2020,8916845,1378,5,1387.104494,-9.104494382,1373,0.055930808,-0.101844345
Austria,13/07/2020,19/07/2020,29,2020,8916845,1439,10,1479.504494,-40.50449438,1429,0.111861616,-0.453089818
Austria,20/07/2020,26/07/2020,30,2020,8916845,1445,11,1498.504494,-53.50449438,1434,0.123047777,-0.598509918
Austria,27/07/2020,2/08/2020,31,2020,8916845,1522,14,1514.504494,7.495505618,1508,0.156606262,0.083845937
Austria,3/08/2020,9/08/2020,32,2020,8916845,1427,14,1435.904494,-8.904494382,1413,0.156606262,-0.099607113
Austria,10/08/2020,16/08/2020,33,2020,8916845,1603,11,1470.304494,132.6955056,1592,0.123047777,1.484353363
Austria,17/08/2020,23/08/2020,34,2020,8916845,1467,12,1443.504494,23.49550562,1455,0.134233939,0.262824522
Austria,24/08/2020,30/08/2020,35,2020,8916845,1488,10,1436.504494,51.49550562,1478,0.111861616,0.576037045
Austria,31/08/2020,6/09/2020,36,2020,8916845,1518,13,1386.904494,131.0955056,1505,0.1454201,1.466455505
Austria,7/09/2020,13/09/2020,37,2020,8916845,1562,13,1434.504494,127.4955056,1549,0.1454201,1.426185323
Austria,14/09/2020,20/09/2020,38,2020,8916845,1560,21,1432.704494,127.2955056,1539,0.234909393,1.423948091
Austria,21/09/2020,27/09/2020,39,2020,8916845,1531,31,1481.304494,49.69550562,1500,0.346771008,0.555901954
Austria,28/09/2020,4/10/2020,40,2020,8916845,1573,36,1520.104494,52.89550562,1537,0.402701816,0.591697671
Austria,5/10/2020,11/10/2020,41,2020,8916845,1620,64,1528.704494,91.29550562,1556,0.71591434,1.021246275
Austria,12/10/2020,18/10/2020,42,2020,8916845,1612,64,1514.904494,97.09550562,1548,0.71591434,1.086126012
Austria,19/10/2020,25/10/2020,43,2020,8916845,1772,112,1518.704494,253.2955056,1660,1.252850094,2.833404447
Austria,26/10/2020,1/11/2020,44,2020,8916845,1886,215,1522.704494,363.2955056,1671,2.405024734,4.063882218
Austria,2/11/2020,8/11/2020,45,2020,8916845,2004,354,1519.104494,484.8955056,1650,3.95990119,5.424119463
Austria,9/11/2020,15/11/2020,46,2020,8916845,2283,571,1562.104494,720.8955056,1712,6.387298248,8.06405359
Austria,16/11/2020,22/11/2020,47,2020,8916845,2401,729,1547.704494,853.2955056,1672,8.154711773,9.54510138
Austria,23/11/2020,29/11/2020,48,2020,8916845,2428,822,1555.904494,872.0955056,1606,9.195024798,9.755401217
Austria,30/11/2020,6/12/2020,49,2020,8916845,2544,958,1612.704494,931.2955056,1586,10.71634277,10.41762198
Austria,7/12/2020,13/12/2020,50,2020,8916845,2478,872,1616.504494,861.4955056,1606,9.754332876,9.636827905
Austria,14/12/2020,20/12/2020,51,2020,8916845,2255,733,1663.304494,591.6955056,1522,8.19945642,6.618801517
Austria,21/12/2020,27/12/2020,52,2020,8916845,2123,645,1744.904494,378.0955056,1478,7.215074203,4.229437409
Austria,28/12/2020,3/01/2021,53,2020,8916845,2000,550,1712.949438,287.0505618,1450,6.152388855,3.210993959
Austria,4/01/2021,10/01/2021,1,2021,8951520,1953,455,1786.655243,166.3447566,1498,5.089703507,1.860759321
Austria,11/01/2021,17/01/2021,2,2021,8951520,1954,437,1840.655243,113.3447566,1517,4.888352599,1.267892758
Austria,18/01/2021,24/01/2021,3,2021,8951520,2003,405,1798.488577,204.5114232,1598,4.53039543,2.28769782
Austria,25/01/2021,31/01/2021,4,2021,8951520,1940,390,1762.655243,177.3447566,1550,4.362603006,1.983807098
Austria,1/02/2021,7/02/2021,5,2021,8951520,1860,323,1850.32191,9.678089888,1537,3.613130182,0.108260677
Austria,8/02/2021,14/02/2021,6,2021,8951520,1743,270,1821.155243,-78.15524345,1473,3.02026362,-0.87425718
Austria,15/02/2021,21/02/2021,7,2021,8951520,1715,219,1807.655243,-92.65524345,1496,2.449769381,-1.036456522
Austria,22/02/2021,28/02/2021,8,2021,8951520,1661,227,1815.988577,-154.9885768,1434,2.539258673,-1.733727259
Austria,1/03/2021,7/03/2021,9,2021,8951520,1579,198,1828.539326,-249.5393258,1381,2.214859988,-2.791387213
Austria,8/03/2021,14/03/2021,10,2021,8951520,1747,210,1766.539326,-19.53932584,1537,2.349093927,-0.218570056
Austria,15/03/2021,21/03/2021,11,2021,8951520,1691,244,1724.339326,-33.33932584,1447,2.729423419,-0.372939085
Austria,22/03/2021,28/03/2021,12,2021,8951520,1649,220,1610.939326,38.06067416,1429,2.460955542,0.42575285
Austria,29/03/2021,4/04/2021,13,2021,8951520,1769,249,1658.739326,110.2606742,1520,2.785354227,1.233393714
Austria,5/04/2021,11/04/2021,14,2021,8951520,1662,264,1598.339326,63.66067416,1398,2.95314665,0.712118586
Austria,12/04/2021,18/04/2021,15,2021,8951520,1694,248,1559.139326,134.8606742,1446,2.774168066,1.508573289
Austria,19/04/2021,25/04/2021,16,2021,8951520,1689,220,1536.339326,152.6606742,1469,2.460955542,1.707686964
Austria,26/04/2021,2/05/2021,17,2021,8951520,1691,176,1483.139326,207.8606742,1515,1.968764434,2.325163082
Austria,3/05/2021,9/05/2021,18,2021,8951520,1657,179,1477.539326,179.4606742,1478,2.002322918,2.007476094
Austria,10/05/2021,16/05/2021,19,2021,8951520,1601,119,1452.339326,148.6606742,1482,1.331153225,1.662942318
Austria,17/05/2021,23/05/2021,20,2021,8951520,1520,79,1475.939326,44.06067416,1441,0.883706763,0.492869819
Austria,24/05/2021,30/05/2021,21,2021,8951520,1486,75,1434.539326,51.46067416,1411,0.838962117,0.575647415
Austria,31/05/2021,6/06/2021,22,2021,8951520,1602,56,1427.339326,174.6606742,1546,0.626425047,1.953782518
Austria,7/06/2021,13/06/2021,23,2021,8951520,1557,38,1425.339326,131.6606742,1519,0.425074139,1.472777572
Austria,14/06/2021,20/06/2021,24,2021,8951520,1598,30,1456.339326,141.6606742,1568,0.335584847,1.584639187
Austria,21/06/2021,27/06/2021,25,2021,8951520,1652,27,1420.539326,231.4606742,1625,0.302026362,2.589156495
Austria,28/06/2021,4/07/2021,26,2021,8951520,1504,21,1412.739326,91.26067416,1483,0.234909393,1.020856645
Austria,5/07/2021,11/07/2021,27,2021,8951520,1469,15,1448.139326,20.86067416,1454,0.167792423,0.233350871
Austria,12/07/2021,18/07/2021,28,2021,8951520,1454,13,1390.339326,63.66067416,1441,0.1454201,0.712118586
